,Weekday,Time,PH Coesfelder Kreuz,PH Coesfelder Kreuz_Diff,PH Theater,PH Theater_Diff,PP Hörsterplatz,PP Hörsterplatz_Diff,PH Alter Steinweg,PH Alter Steinweg_Diff,Busparkplatz,Busparkplatz_Diff,PP Schlossplatz Nord,PP Schlossplatz Nord_Diff,PP Schlossplatz Süd,PP Schlossplatz Süd_Diff,PH Aegidii,PH Aegidii_Diff,PP Georgskommende,PP Georgskommende_Diff,PH Münster Arkaden,PH Münster Arkaden_Diff,PH Karstadt,PH Karstadt_Diff,PH Stubengasse,PH Stubengasse_Diff,PH Bremer Platz,PH Bremer Platz_Diff,PH Engelenschanze,PH Engelenschanze_Diff,PH Bahnhofstraße,PH Bahnhofstraße_Diff,PH Cineplex,PH Cineplex_Diff,PH Stadthaus 3,PH Stadthaus 3_Diff
338,Thursday,12:30:00,0,0.0,374,-1.0,12,3.0,84,2.0,37,-1.0,163,-1.0,178,0.0,393,6.0,148,0.0,15,-1.0,52,2.0,82,6.0,115,-1.0,191,1.0,149,3.0,476,-2.0,207,0.0
339,Thursday,12:45:00,0,0.0,371,-3.0,16,4.0,87,3.0,36,-1.0,163,0.0,179,1.0,401,8.0,148,0.0,16,1.0,51,-1.0,84,2.0,115,0.0,192,1.0,149,0.0,476,0.0,207,0.0
340,Thursday,13:00:00,0,0.0,372,1.0,22,6.0,90,3.0,36,0.0,152,-11.0,179,0.0,409,8.0,148,0.0,16,0.0,51,0.0,87,3.0,114,-1.0,195,3.0,151,2.0,476,0.0,208,1.0
341,Thursday,13:15:00,0,0.0,377,5.0,26,4.0,93,3.0,36,0.0,160,8.0,176,-3.0,416,7.0,148,0.0,17,1.0,52,1.0,90,3.0,115,1.0,199,4.0,151,0.0,476,0.0,208,0.0
342,Thursday,13:30:00,0,0.0,383,6.0,30,4.0,97,4.0,35,-1.0,162,2.0,175,-1.0,416,0.0,149,1.0,17,0.0,53,1.0,93,3.0,116,1.0,202,3.0,154,3.0,476,0.0,210,2.0
343,Thursday,13:45:00,0,0.0,388,5.0,30,0.0,101,4.0,35,0.0,146,-16.0,175,0.0,424,8.0,149,0.0,17,0.0,55,2.0,93,0.0,116,0.0,201,-1.0,154,0.0,475,-1.0,210,0.0
344,Thursday,14:00:00,0,0.0,394,6.0,27,-3.0,98,-3.0,34,-1.0,142,-4.0,167,-8.0,423,-1.0,145,-4.0,17,0.0,55,0.0,93,0.0,113,-3.0,198,-3.0,153,-1.0,463,-12.0,202,-8.0
345,Thursday,14:15:00,0,0.0,400,6.0,30,3.0,105,7.0,34,0.0,151,9.0,174,7.0,432,9.0,150,5.0,18,1.0,55,0.0,97,4.0,115,2.0,202,4.0,153,0.0,461,-2.0,207,5.0
346,Thursday,14:30:00,0,0.0,404,4.0,30,0.0,109,4.0,34,0.0,149,-2.0,174,0.0,443,11.0,149,-1.0,18,0.0,56,1.0,97,0.0,116,1.0,205,3.0,154,1.0,458,-3.0,207,0.0
347,Thursday,14:45:00,0,0.0,406,2.0,27,-3.0,110,1.0,34,0.0,149,0.0,175,1.0,450,7.0,150,1.0,17,-1.0,56,0.0,96,-1.0,119,3.0,205,0.0,154,0.0,457,-1.0,207,0.0
348,Thursday,15:00:00,0,0.0,403,-3.0,23,-4.0,110,0.0,34,0.0,142,-7.0,175,0.0,457,7.0,149,-1.0,17,0.0,57,1.0,95,-1.0,119,0.0,203,-2.0,154,0.0,457,0.0,208,1.0
349,Thursday,15:15:00,0,0.0,410,7.0,21,-2.0,113,3.0,35,1.0,151,9.0,175,0.0,455,-2.0,150,1.0,18,1.0,57,0.0,98,3.0,122,3.0,205,2.0,155,1.0,458,1.0,211,3.0
350,Thursday,15:30:00,0,0.0,414,4.0,19,-2.0,115,2.0,35,0.0,141,-10.0,175,0.0,455,0.0,149,-1.0,18,0.0,59,2.0,96,-2.0,125,3.0,207,2.0,159,4.0,460,2.0,216,5.0
351,Thursday,15:45:00,0,0.0,418,4.0,19,0.0,119,4.0,36,1.0,141,0.0,175,0.0,444,-11.0,148,-1.0,18,0.0,60,1.0,96,0.0,126,1.0,206,-1.0,160,1.0,456,-4.0,221,5.0
352,Thursday,16:00:00,0,0.0,419,1.0,17,-2.0,117,-2.0,37,1.0,137,-4.0,175,0.0,445,1.0,148,0.0,19,1.0,61,1.0,96,0.0,125,-1.0,211,5.0,159,-1.0,461,5.0,227,6.0
353,Thursday,16:15:00,0,0.0,425,6.0,17,0.0,118,1.0,38,1.0,141,4.0,175,0.0,441,-4.0,151,3.0,19,0.0,62,1.0,94,-2.0,127,2.0,211,0.0,159,0.0,462,1.0,234,7.0
354,Thursday,16:30:00,0,0.0,431,6.0,17,0.0,121,3.0,38,0.0,133,-8.0,175,0.0,456,15.0,152,1.0,19,0.0,64,2.0,96,2.0,128,1.0,217,6.0,161,2.0,461,-1.0,239,5.0
355,Thursday,16:45:00,0,0.0,437,6.0,21,4.0,129,8.0,39,1.0,151,18.0,178,3.0,467,11.0,153,1.0,21,2.0,66,2.0,98,2.0,130,2.0,220,3.0,162,1.0,459,-2.0,244,5.0
356,Thursday,17:00:00,0,0.0,444,7.0,19,-2.0,129,0.0,40,1.0,151,0.0,178,0.0,480,13.0,154,1.0,22,1.0,69,3.0,102,4.0,130,0.0,225,5.0,164,2.0,456,-3.0,248,4.0
357,Thursday,17:15:00,0,0.0,457,13.0,24,5.0,134,5.0,40,0.0,148,-3.0,178,0.0,494,14.0,159,5.0,26,4.0,69,0.0,104,2.0,130,0.0,237,12.0,165,1.0,455,-1.0,252,4.0
358,Thursday,17:30:00,0,0.0,468,11.0,32,8.0,144,10.0,41,1.0,146,-2.0,178,0.0,508,14.0,162,3.0,29,3.0,71,2.0,110,6.0,129,-1.0,240,3.0,166,1.0,454,-1.0,255,3.0
359,Thursday,17:45:00,0,0.0,476,8.0,39,7.0,147,3.0,42,1.0,151,5.0,178,0.0,515,7.0,165,3.0,33,4.0,74,3.0,116,6.0,129,0.0,244,4.0,168,2.0,451,-3.0,256,1.0
360,Thursday,18:00:00,0,0.0,480,4.0,46,7.0,155,8.0,42,0.0,139,-12.0,179,1.0,526,11.0,167,2.0,38,5.0,77,3.0,120,4.0,126,-3.0,246,2.0,166,-2.0,445,-6.0,256,0.0
361,Thursday,18:15:00,0,0.0,488,8.0,53,7.0,160,5.0,43,1.0,155,16.0,179,0.0,542,16.0,172,5.0,51,13.0,81,4.0,126,6.0,125,-1.0,252,6.0,166,0.0,441,-4.0,257,1.0
362,Thursday,18:30:00,0,0.0,499,11.0,60,7.0,175,15.0,43,0.0,150,-5.0,179,0.0,557,15.0,177,5.0,52,1.0,86,5.0,133,7.0,128,3.0,257,5.0,165,-1.0,437,-4.0,258,1.0
363,Thursday,18:45:00,0,0.0,503,4.0,64,4.0,179,4.0,43,0.0,145,-5.0,171,-8.0,571,14.0,179,2.0,62,10.0,90,4.0,138,5.0,127,-1.0,260,3.0,163,-2.0,433,-4.0,258,0.0
364,Thursday,19:00:00,0,0.0,504,1.0,68,4.0,185,6.0,43,0.0,148,3.0,171,0.0,579,8.0,182,3.0,69,7.0,93,3.0,144,6.0,126,-1.0,262,2.0,162,-1.0,420,-13.0,258,0.0
365,Thursday,19:15:00,0,0.0,504,0.0,71,3.0,194,9.0,43,0.0,137,-11.0,166,-5.0,590,11.0,185,3.0,79,10.0,97,4.0,151,7.0,126,0.0,267,5.0,163,1.0,410,-10.0,256,-2.0
366,Thursday,19:30:00,0,0.0,507,3.0,83,12.0,202,8.0,42,-1.0,126,-11.0,166,0.0,600,10.0,187,2.0,88,9.0,101,4.0,158,7.0,127,1.0,271,4.0,164,1.0,398,-12.0,255,-1.0
367,Thursday,19:45:00,0,0.0,512,5.0,80,-3.0,215,13.0,43,1.0,136,10.0,166,0.0,601,1.0,190,3.0,98,10.0,104,3.0,165,7.0,127,0.0,275,4.0,165,1.0,389,-9.0,255,0.0
368,Thursday,20:00:00,0,0.0,517,5.0,86,6.0,227,12.0,44,1.0,138,2.0,166,0.0,608,7.0,183,-7.0,109,11.0,107,3.0,174,9.0,129,2.0,280,5.0,167,2.0,383,-6.0,256,1.0
369,Thursday,20:15:00,0,0.0,524,7.0,92,6.0,241,14.0,43,-1.0,136,-2.0,162,-4.0,613,5.0,177,-6.0,123,14.0,111,4.0,184,10.0,132,3.0,285,5.0,171,4.0,380,-3.0,257,1.0
370,Thursday,20:30:00,0,0.0,533,9.0,98,6.0,247,6.0,43,0.0,108,-28.0,162,0.0,624,11.0,165,-12.0,131,8.0,113,2.0,191,7.0,136,4.0,290,5.0,176,5.0,379,-1.0,257,0.0
371,Thursday,20:45:00,0,0.0,541,8.0,103,5.0,264,17.0,43,0.0,102,-6.0,141,-21.0,631,7.0,143,-22.0,136,5.0,110,-3.0,192,1.0,139,3.0,296,6.0,179,3.0,380,1.0,258,1.0
372,Thursday,21:00:00,0,0.0,549,8.0,107,4.0,274,10.0,36,-7.0,63,-39.0,72,-69.0,637,6.0,49,-94.0,140,4.0,110,0.0,197,5.0,141,2.0,300,4.0,181,2.0,384,4.0,259,1.0
373,Thursday,21:15:00,0,0.0,551,2.0,109,2.0,276,2.0,34,-2.0,64,1.0,62,-10.0,639,2.0,49,0.0,140,0.0,110,0.0,198,1.0,141,0.0,301,1.0,182,1.0,385,1.0,259,0.0
374,Thursday,21:30:00,0,0.0,553,2.0,109,0.0,278,2.0,32,-2.0,64,0.0,62,0.0,641,2.0,49,0.0,141,1.0,110,0.0,199,1.0,143,2.0,302,1.0,183,1.0,386,1.0,260,1.0
375,Thursday,21:45:00,0,0.0,554,1.0,110,1.0,279,1.0,32,0.0,64,0.0,62,0.0,643,2.0,49,0.0,142,1.0,110,0.0,200,1.0,143,0.0,304,2.0,184,1.0,390,4.0,260,0.0
376,Thursday,22:00:00,0,0.0,557,3.0,110,0.0,281,2.0,32,0.0,64,0.0,62,0.0,646,3.0,49,0.0,142,0.0,110,0.0,201,1.0,144,1.0,305,1.0,184,0.0,391,1.0,261,1.0
377,Thursday,22:15:00,0,0.0,558,1.0,110,0.0,283,2.0,32,0.0,64,0.0,62,0.0,647,1.0,49,0.0,143,1.0,110,0.0,202,1.0,145,1.0,305,0.0,184,0.0,394,3.0,261,0.0
378,Thursday,22:30:00,0,0.0,560,2.0,110,0.0,284,1.0,32,0.0,64,0.0,62,0.0,649,2.0,49,0.0,143,0.0,110,0.0,203,1.0,145,0.0,306,1.0,185,1.0,397,3.0,262,1.0
379,Thursday,22:45:00,0,0.0,562,2.0,110,0.0,285,1.0,32,0.0,64,0.0,62,0.0,650,1.0,49,0.0,143,0.0,110,0.0,203,0.0,146,1.0,306,0.0,185,0.0,401,4.0,263,1.0
380,Thursday,23:00:00,0,0.0,563,1.0,110,0.0,287,2.0,32,0.0,64,0.0,62,0.0,651,1.0,49,0.0,144,1.0,110,0.0,203,0.0,146,0.0,307,1.0,186,1.0,405,4.0,263,0.0
381,Thursday,23:15:00,0,0.0,617,54.0,4,-106.0,345,58.0,4,-28.0,21,-43.0,6,-56.0,674,23.0,5,-44.0,87,-57.0,110,0.0,226,23.0,169,23.0,328,21.0,209,23.0,504,99.0,279,16.0
382,Thursday,23:30:00,0,0.0,618,1.0,4,0.0,345,0.0,4,0.0,21,0.0,6,0.0,675,1.0,5,0.0,87,0.0,110,0.0,226,0.0,169,0.0,329,1.0,209,0.0,505,1.0,279,0.0
383,Thursday,23:45:00,0,0.0,618,0.0,4,0.0,346,1.0,4,0.0,21,0.0,6,0.0,675,0.0,5,0.0,87,0.0,110,0.0,227,1.0,169,0.0,329,0.0,209,0.0,506,1.0,279,0.0
96,Tuesday,00:00:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,656,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
97,Tuesday,00:15:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,1.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
98,Tuesday,00:30:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
99,Tuesday,00:45:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
100,Tuesday,01:00:00,0,0.0,604,-1.0,6,0.0,349,0.0,5,0.0,55,2.0,39,1.0,656,-1.0,20,0.0,84,-1.0,120,-1.0,229,0.0,171,0.0,325,-1.0,204,0.0,545,0.0,282,0.0
101,Tuesday,01:15:00,0,0.0,605,1.0,6,0.0,349,0.0,5,0.0,53,-2.0,38,-1.0,657,1.0,20,0.0,85,1.0,121,1.0,229,0.0,171,0.0,326,1.0,204,0.0,545,0.0,282,0.0
102,Tuesday,01:30:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
103,Tuesday,01:45:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
104,Tuesday,02:00:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
105,Tuesday,02:15:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
106,Tuesday,02:30:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
107,Tuesday,02:45:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,282,0.0
108,Tuesday,03:00:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,1.0,282,0.0
109,Tuesday,03:15:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
110,Tuesday,03:30:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
111,Tuesday,03:45:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
112,Tuesday,04:00:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
113,Tuesday,04:15:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
114,Tuesday,04:30:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
115,Tuesday,04:45:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
116,Tuesday,05:00:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
117,Tuesday,05:15:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
118,Tuesday,05:30:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,546,0.0,282,0.0
119,Tuesday,05:45:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,53,0.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,-1.0,282,0.0
120,Tuesday,06:00:00,0,0.0,604,-1.0,6,0.0,349,0.0,5,0.0,55,2.0,39,1.0,656,-1.0,20,0.0,84,-1.0,120,-1.0,229,0.0,171,0.0,325,-1.0,204,0.0,545,0.0,281,-1.0
121,Tuesday,06:15:00,0,0.0,605,1.0,6,0.0,349,0.0,5,0.0,53,-2.0,38,-1.0,657,1.0,20,0.0,85,1.0,121,1.0,229,0.0,171,0.0,326,1.0,204,0.0,545,0.0,281,0.0
122,Tuesday,06:30:00,0,0.0,605,0.0,6,0.0,349,0.0,5,0.0,58,5.0,38,0.0,657,0.0,20,0.0,85,0.0,121,0.0,229,0.0,171,0.0,326,0.0,204,0.0,545,0.0,280,-1.0
123,Tuesday,06:45:00,0,0.0,607,2.0,9,3.0,349,0.0,6,1.0,60,2.0,38,0.0,656,-1.0,25,5.0,84,-1.0,121,0.0,229,0.0,170,-1.0,326,0.0,200,-4.0,544,-1.0,278,-2.0
124,Tuesday,07:00:00,0,0.0,609,2.0,28,19.0,349,0.0,11,5.0,60,0.0,46,8.0,660,4.0,46,21.0,84,0.0,121,0.0,229,0.0,171,1.0,330,4.0,204,4.0,544,0.0,277,-1.0
125,Tuesday,07:15:00,0,0.0,600,-9.0,163,135.0,334,-15.0,47,36.0,137,77.0,258,212.0,636,-24.0,232,186.0,30,-54.0,120,-1.0,226,-3.0,151,-20.0,322,-8.0,197,-7.0,540,-4.0,232,-45.0
126,Tuesday,07:30:00,0,0.0,592,-8.0,165,2.0,330,-4.0,48,1.0,151,14.0,267,9.0,634,-2.0,236,4.0,45,15.0,117,-3.0,224,-2.0,149,-2.0,319,-3.0,195,-2.0,534,-6.0,232,0.0
127,Tuesday,07:45:00,0,0.0,581,-11.0,159,-6.0,323,-7.0,48,0.0,153,2.0,267,0.0,628,-6.0,234,-2.0,72,27.0,115,-2.0,222,-2.0,148,-1.0,312,-7.0,194,-1.0,528,-6.0,228,-4.0
128,Tuesday,08:00:00,0,0.0,566,-15.0,148,-11.0,315,-8.0,48,0.0,158,5.0,267,0.0,613,-15.0,231,-3.0,135,63.0,113,-2.0,217,-5.0,145,-3.0,303,-9.0,190,-4.0,520,-8.0,224,-4.0
129,Tuesday,08:15:00,0,0.0,554,-12.0,141,-7.0,306,-9.0,49,1.0,148,-10.0,267,0.0,601,-12.0,228,-3.0,136,1.0,111,-2.0,212,-5.0,142,-3.0,298,-5.0,188,-2.0,512,-8.0,220,-4.0
130,Tuesday,08:30:00,0,0.0,542,-12.0,134,-7.0,296,-10.0,49,0.0,154,6.0,267,0.0,589,-12.0,224,-4.0,133,-3.0,112,1.0,208,-4.0,138,-4.0,290,-8.0,184,-4.0,504,-8.0,214,-6.0
131,Tuesday,08:45:00,0,0.0,531,-11.0,128,-6.0,285,-11.0,48,-1.0,159,5.0,267,0.0,573,-16.0,219,-5.0,125,-8.0,108,-4.0,201,-7.0,136,-2.0,285,-5.0,177,-7.0,496,-8.0,210,-4.0
132,Tuesday,09:00:00,0,0.0,514,-17.0,117,-11.0,263,-22.0,47,-1.0,155,-4.0,265,-2.0,547,-26.0,213,-6.0,116,-9.0,106,-2.0,194,-7.0,131,-5.0,271,-14.0,173,-4.0,488,-8.0,203,-7.0
133,Tuesday,09:15:00,9,9.0,499,-15.0,106,-11.0,254,-9.0,47,0.0,167,12.0,262,-3.0,530,-17.0,209,-4.0,105,-11.0,102,-4.0,181,-13.0,128,-3.0,262,-9.0,169,-4.0,483,-5.0,201,-2.0
134,Tuesday,09:30:00,0,-9.0,484,-15.0,95,-11.0,235,-19.0,46,-1.0,160,-7.0,260,-2.0,519,-11.0,204,-5.0,92,-13.0,97,-5.0,169,-12.0,124,-4.0,251,-11.0,166,-3.0,480,-3.0,199,-2.0
135,Tuesday,09:45:00,0,0.0,468,-16.0,84,-11.0,211,-24.0,45,-1.0,160,0.0,259,-1.0,497,-22.0,198,-6.0,78,-14.0,92,-5.0,156,-13.0,121,-3.0,240,-11.0,162,-4.0,476,-4.0,199,0.0
136,Tuesday,10:00:00,0,0.0,446,-22.0,64,-20.0,184,-27.0,44,-1.0,160,0.0,246,-13.0,475,-22.0,188,-10.0,57,-21.0,85,-7.0,139,-17.0,116,-5.0,227,-13.0,158,-4.0,473,-3.0,200,1.0
137,Tuesday,10:15:00,0,0.0,436,-10.0,51,-13.0,158,-26.0,43,-1.0,167,7.0,241,-5.0,460,-15.0,181,-7.0,38,-19.0,76,-9.0,123,-16.0,114,-2.0,216,-11.0,154,-4.0,471,-2.0,200,0.0
138,Tuesday,10:30:00,0,0.0,422,-14.0,40,-11.0,134,-24.0,42,-1.0,173,6.0,237,-4.0,448,-12.0,175,-6.0,25,-13.0,69,-7.0,110,-13.0,112,-2.0,212,-4.0,152,-2.0,469,-2.0,199,-1.0
139,Tuesday,10:45:00,0,0.0,409,-13.0,30,-10.0,120,-14.0,41,-1.0,166,-7.0,235,-2.0,433,-15.0,168,-7.0,17,-8.0,64,-5.0,98,-12.0,110,-2.0,207,-5.0,149,-3.0,466,-3.0,199,0.0
140,Tuesday,11:00:00,0,0.0,397,-12.0,22,-8.0,104,-16.0,39,-2.0,166,0.0,224,-11.0,422,-11.0,163,-5.0,11,-6.0,54,-10.0,88,-10.0,109,-1.0,194,-13.0,145,-4.0,465,-1.0,199,0.0
141,Tuesday,11:15:00,0,0.0,389,-8.0,18,-4.0,94,-10.0,38,-1.0,166,0.0,221,-3.0,416,-6.0,162,-1.0,9,-2.0,50,-4.0,81,-7.0,110,1.0,190,-4.0,143,-2.0,464,-1.0,198,-1.0
142,Tuesday,11:30:00,0,0.0,382,-7.0,19,1.0,88,-6.0,37,-1.0,173,7.0,216,-5.0,411,-5.0,159,-3.0,7,-2.0,46,-4.0,76,-5.0,110,0.0,184,-6.0,142,-1.0,464,0.0,196,-2.0
143,Tuesday,11:45:00,0,0.0,376,-6.0,19,0.0,78,-10.0,36,-1.0,166,-7.0,200,-16.0,411,0.0,156,-3.0,6,-1.0,45,-1.0,72,-4.0,109,-1.0,181,-3.0,139,-3.0,463,-1.0,195,-1.0
144,Tuesday,12:00:00,0,0.0,369,-7.0,18,-1.0,78,0.0,37,1.0,171,5.0,202,2.0,410,-1.0,155,-1.0,5,-1.0,43,-2.0,69,-3.0,108,-1.0,179,-2.0,141,2.0,462,-1.0,194,-1.0
145,Tuesday,12:15:00,0,0.0,368,-1.0,21,3.0,79,1.0,37,0.0,166,-5.0,206,4.0,415,5.0,156,1.0,15,10.0,42,-1.0,72,3.0,107,-1.0,180,1.0,142,1.0,461,-1.0,194,0.0
146,Tuesday,12:30:00,0,0.0,369,1.0,25,4.0,81,2.0,36,-1.0,165,-1.0,206,0.0,423,8.0,157,1.0,7,-8.0,44,2.0,73,1.0,108,1.0,183,3.0,145,3.0,460,-1.0,194,0.0
147,Tuesday,12:45:00,0,0.0,369,0.0,31,6.0,83,2.0,36,0.0,168,3.0,202,-4.0,438,15.0,157,0.0,8,1.0,48,4.0,76,3.0,109,1.0,184,1.0,146,1.0,461,1.0,194,0.0
148,Tuesday,13:00:00,0,0.0,371,2.0,35,4.0,83,0.0,36,0.0,176,8.0,204,2.0,448,10.0,158,1.0,10,2.0,46,-2.0,81,5.0,109,0.0,189,5.0,148,2.0,462,1.0,195,1.0
149,Tuesday,13:15:00,0,0.0,375,4.0,40,5.0,85,2.0,36,0.0,169,-7.0,203,-1.0,441,-7.0,160,2.0,12,2.0,47,1.0,86,5.0,111,2.0,203,14.0,151,3.0,462,0.0,197,2.0
150,Tuesday,13:30:00,0,0.0,379,4.0,42,2.0,93,8.0,37,1.0,169,0.0,204,1.0,451,10.0,161,1.0,11,-1.0,49,2.0,89,3.0,111,0.0,198,-5.0,152,1.0,463,1.0,199,2.0
151,Tuesday,13:45:00,0,0.0,382,3.0,43,1.0,98,5.0,36,-1.0,164,-5.0,206,2.0,454,3.0,159,-2.0,13,2.0,50,1.0,92,3.0,109,-2.0,196,-2.0,154,2.0,463,0.0,200,1.0
152,Tuesday,14:00:00,0,0.0,385,3.0,39,-4.0,100,2.0,35,-1.0,176,12.0,201,-5.0,461,7.0,159,0.0,13,0.0,53,3.0,95,3.0,107,-2.0,195,-1.0,154,0.0,461,-2.0,201,1.0
153,Tuesday,14:15:00,0,0.0,390,5.0,39,0.0,104,4.0,36,1.0,169,-7.0,207,6.0,458,-3.0,160,1.0,14,1.0,55,2.0,97,2.0,109,2.0,197,2.0,155,1.0,460,-1.0,201,0.0
154,Tuesday,14:30:00,0,0.0,396,6.0,41,2.0,107,3.0,36,0.0,179,10.0,206,-1.0,453,-5.0,160,0.0,14,0.0,57,2.0,99,2.0,110,1.0,199,2.0,156,1.0,457,-3.0,202,1.0
155,Tuesday,14:45:00,0,0.0,399,3.0,38,-3.0,109,2.0,36,0.0,162,-17.0,206,0.0,476,23.0,160,0.0,15,1.0,57,0.0,98,-1.0,112,2.0,199,0.0,157,1.0,454,-3.0,203,1.0
156,Tuesday,15:00:00,0,0.0,400,1.0,35,-3.0,110,1.0,37,1.0,165,3.0,206,0.0,477,1.0,159,-1.0,14,-1.0,58,1.0,98,0.0,113,1.0,199,0.0,158,1.0,452,-2.0,203,0.0
157,Tuesday,15:15:00,0,0.0,404,4.0,33,-2.0,112,2.0,38,1.0,170,5.0,204,-2.0,475,-2.0,162,3.0,14,0.0,57,-1.0,99,1.0,113,0.0,199,0.0,160,2.0,451,-1.0,206,3.0
158,Tuesday,15:30:00,0,0.0,406,2.0,33,0.0,117,5.0,38,0.0,176,6.0,200,-4.0,451,-24.0,162,0.0,18,4.0,60,3.0,100,1.0,118,5.0,202,3.0,161,1.0,451,0.0,210,4.0
159,Tuesday,15:45:00,0,0.0,409,3.0,32,-1.0,113,-4.0,39,1.0,154,-22.0,204,4.0,438,-13.0,163,1.0,14,-4.0,60,0.0,100,0.0,120,2.0,203,1.0,162,1.0,452,1.0,217,7.0
160,Tuesday,16:00:00,0,0.0,413,4.0,31,-1.0,112,-1.0,39,0.0,162,8.0,204,0.0,441,3.0,163,0.0,16,2.0,61,1.0,100,0.0,119,-1.0,204,1.0,162,0.0,453,1.0,225,8.0
161,Tuesday,16:15:00,0,0.0,421,8.0,32,1.0,113,1.0,40,1.0,162,0.0,204,0.0,441,0.0,165,2.0,16,0.0,63,2.0,103,3.0,120,1.0,213,9.0,164,2.0,456,3.0,233,8.0
162,Tuesday,16:30:00,0,0.0,430,9.0,36,4.0,119,6.0,40,0.0,169,7.0,200,-4.0,450,9.0,167,2.0,18,2.0,66,3.0,105,2.0,122,2.0,220,7.0,167,3.0,456,0.0,241,8.0
